productName,sku,lot,coaUrl,productId,pageUrl
Suc-Leu-Leu-Val-Tyr-AMC (LLVY-AMC),SBB-PS0010,163060010,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_5ae014cc51bb45c0849b0387ca8c7e9e.pdf,bbb0d318-2862-4bf6-586f-83400beef770,https://www.south-bay-bio.com/product-page/suc-leu-leu-val-tyr-amc-llvy-amc
SUMO1 Rhodamine 110,SBB-PS0028,163060028,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_62176c500e614412919a3d74ae6bee19.pdf,044a5b6d-f17a-3b43-ecdf-72d96563aa83,https://www.south-bay-bio.com/product-page/sumo1-rhodamine-110
SUMO2-Rhodamine 110,SBB-PS0029,163060029,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_113fced94e4a4048aba61212d735aa1f.pdf,5c1fbdbf-c17f-d4a1-580d-e697eb4f1434,https://www.south-bay-bio.com/product-page/sumo2-rhodamine-110
"UBE2D1, human recombinant",SBB-CE0021,163060021,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_d5bef8218d8149ab875fff0ac8951d2a.pdf,5b629d6d-151d-6f4d-e481-856a9a2dd8f0,https://www.south-bay-bio.com/product-page/ube2d1-human-recombinant
"UBE2D2, human recombinant",SBB-CE0027,163060027,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_273ee9be110d43f4bb0d2be2a80b5dd6.pdf,7a3eff91-bb8b-fa85-4369-c20a15410c00,https://www.south-bay-bio.com/product-page/ube2d2-human-recombinant
"UBE2D3, human recombinant",SBB-CE0019,163060019,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_f95f332153a54f6f95553e0407b39f98.pdf,f5285737-543d-0d52-6177-83684e11419a,https://www.south-bay-bio.com/product-page/ube2d3-human-recombinant
"UBE2L3, human recombinant",SBB-CE0020,163060020,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_696692de36ab40b29698485c198e7021.pdf,655f9caf-3404-6c81-4f07-8ba79644f89b,https://www.south-bay-bio.com/product-page/ube2l3-human-recombinant
UBE3A-His₈ (E6AP),SBB-CE0090,232710090,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_0bc53c8962934b8d86e109b84133a2af.pdf,a507b20b-ae77-6ce8-9a88-957c6826c8b3,https://www.south-bay-bio.com/product-page/ube3-his-e6ap
"Ubiquitin Activating Enzyme (UBA1), human recombinant (His-tagged)",SBB-CE0058,180770058,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_435fbb34739342f4859b3d349b3aceec.pdf,04501e77-07bb-8108-430b-9fe06fa5f609,https://www.south-bay-bio.com/product-page/ubiquitin-activating-enzyme-uba1-human-recombinant-his-tagged
"Ubiquitin Activating Enzyme (UBA1), human recombinant",SBB-CE0011,163060011,https://8c0a19bf-a2d2-40b6-a0ea-bfe93aeb6d48.usrfiles.com/ugd/8c0a19_045163be0c414f61845a1dca6199ee82.pdf,14a8e25f-dc2a-3a7e-118d-09dfadf03988,https://www.south-bay-bio.com/product-page/ubiquitin-activating-enzyme-uba1-human-recombinant
